"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","Accession","Protein","Gene","B73_sum","Mo17_sum","H_sum","acs_sum"
5017836.177,5777648.538,5825824.62,3239131.614,5540457.525,9697300.497,6282237.935,7786452.286,4858913.298,12284647,8191016.594,9952073.515,3721507.635,7437562.779,5651911.855,5766162.776,"Zm00001d004443_T001","Probable cinnamyl alcohol dehydrogenase 9","Zm00001d004443",19860440.949,29306448.243,35286650.407,22577145.045
2834469.302,5613546.799,7638661.574,5331934.031,6410353.545,17938047.49,14491236.43,16869566.18,1922692.141,9598011.185,10537559.61,15092705.16,2172956.064,8493521.176,9014072.034,11208692.98,"Zm00001d029074_T003","Uroporphyrinogen decarboxylase 2 chloroplastic","Zm00001d029074",21418611.706,55709203.645,37150968.096,30889242.254
1372675.198,2527653.541,3585111.041,2668166.008,2464950.508,7239390.642,6285594.007,7704959.372,1220503.398,5416152.752,5511672.873,7652669.614,751714.8922,2588979.243,3053689.775,4222264.629,"Zm00001d048924_T001","Putative DEAD-box ATP-dependent RNA helicase family protein  ","Zm00001d048924",10153605.788,23694894.529,19800998.637,10616648.5392
8833502.057,22463699.4,36899059.42,23317955.73,21285840.41,75029823.7,72605649.26,97785917.21,6133863.482,45940526.36,55824542.97,86587911.99,4133635.418,24975825.02,30942640.26,41622630.64,"Zm00001d017118_T001","Protein HHL1 chloroplastic","Zm00001d017118",91514216.607,266707230.58,194486844.802,101674731.338
1426778.057,2532338.203,3427787.619,2449474.957,1765492.806,3989394.351,3724945.579,5061798.694,1315769.33,3524947.834,3968613.237,5761071.05,1108015.867,2703660.5,3178014.949,4198384.502,"Zm00001d044548_T001","DNA-damage-repair/toleration protein DRT102  ","Zm00001d044548",9836378.836,14541631.43,14570401.451,11188075.818
730212.7579,1193167.4,1682308.75,1428006.687,1584235.357,3256209.404,3010283.721,3896646.349,847338.5021,2720240.31,2669714.146,3719869.67,459026.0879,1286156.208,1587245.27,2097985.577,"Zm00001d037546_T011","protein_coding","Zm00001d037546",5033695.5949,11747374.831,9957162.6281,5430413.1429
1202828.284,2455728.364,5624566.459,6015126.973,2251413.372,6317963.037,11318293.82,15887843.31,1031168.611,4866952.364,9501066.427,16198523.11,890416.4472,3105990.588,6899201.646,10544149.14,"Zm00001d049191_T001","Probable bifunctional methylthioribulose-1-phosphate dehydratase/enolase-phosphatase E1 Methylthioribulose-1-phosphate dehydratase Enolase-phosphatase E1 ","Zm00001d049191",15298250.08,35775513.539,31597710.512,21439757.8212
1712290.977,3331008.079,4965442.241,3471435.005,2126820.38,5896313.625,5368754.052,8350385.957,1353622.206,5565946.153,6055470.767,10670783.24,1147142.93,3413065.82,4536945.699,6684136.645,"Zm00001d038755_T001","Carnitine racemase/ catalytic  ","Zm00001d038755",13480176.302,21742274.014,23645822.366,15781291.094
2454912.277,4283524.52,6498951.527,5058180.397,5309316.435,13565994.52,14206696.93,21066847.33,2597186.206,9614362.465,11667627.94,18249974.97,1654915.272,4871628.831,5894093.019,8189268.035,"Zm00001d038689_T001","Proline iminopeptidase  ","Zm00001d038689",18295568.721,54148855.215,42129151.581,20609905.157
3431439.562,5713741.301,7407397.813,5417833.027,5719022.39,12066460.23,10238387.21,12824755.11,3630734.953,11546300.62,10569861.61,14130945.99,2343901.055,7214686.571,8027886.024,10070444.08,"Zm00001d043195_T001","Metacaspase-6","Zm00001d043195",21970411.703,40848624.94,39877843.173,27656917.73
1826660.56,3844352.537,6087768.869,4067289.002,3128362.889,10600988.4,8785087.128,15175192.42,1728050.159,8656397.555,9616929.951,17916022.09,1075534.548,4508790.309,6173174.705,9804273.349,"Zm00001d023379_T001"," pyruvate kinase2","Zm00001d023379",15826070.968,37689630.837,37917399.755,21561772.911
11079994.31,17987680.31,24422336.71,18551495.6,18194576.1,39390777.32,32716578.83,42335574.1,10382373.36,35915339.7,33589001.11,44208606.95,7119935.958,20259531.14,21861409.46,26057653.7,"Zm00001d028755_T002","Ran-binding protein 1 homolog a","Zm00001d028755",72041506.93,132637506.35,124095321.12,75298530.258
792056.4268,1316275.172,1829414.886,1346302.487,1079546.319,2651279.273,2367513.832,3224992.673,668778.9095,2273302.035,2350519.73,3291395.388,473043.2769,1386550.945,1608496.364,2149164.216,"Zm00001d044510_T002","DEAD-box ATP-dependent RNA helicase 14","Zm00001d044510",5284048.9718,9323332.097,8583996.0625,5617254.8019
458655.7858,847499.5509,1195085.354,975279.5744,808346.385,1599375.38,1553998.392,1966160.304,441274.7995,1614913.495,1569792.91,2151681.955,306430.0871,849218.7165,1099609.185,1409348.388,"Zm00001d010887_T003","Serine/threonine-protein phosphatase BSL1","Zm00001d010887",3476520.2651,5927880.461,5777663.1595,3664606.3766
5682943.082,9614809.389,10713279.46,5363708.036,5988216.573,14004787.79,10674534.61,11934832.28,5070449.274,16171895.12,12298900.52,13641423.05,3688632.565,10021319.94,9756232.821,11020965.95,"Zm00001d048634_T001","DIBOA-glucoside dioxygenase BX6  ","Zm00001d048634",31374739.967,42602371.253,47182667.964,34487151.276
686471.239,1410871.64,2739028.794,2772106.242,1365157.921,5450448.433,6264572.793,8488484.585,532738.4246,2756013.545,4859474.056,9536215.893,462684.3642,1504711.376,2402094.328,4282741.993,"Zm00001d031666_T002","Probable aldo-keto reductase 4","Zm00001d031666",7608477.915,21568663.732,17684441.9186,8652232.0612
1510766.595,3385873.484,5517801.982,4135960.566,3333543.138,9484394.675,8755891.993,11862798.45,1694510.378,7810165.664,8117609.43,12995202.58,1230598.92,4236938.539,5377642.386,8586942.665,"Zm00001d018036_T002","Arsenical pump-driving ATPase  ","Zm00001d018036",14550402.627,33436628.256,30617488.052,19432122.51
1146050.1,2437605.427,3758855.886,2566725.136,2051843.12,6632457.635,5871160.764,8934378.004,1005164.768,4725352.118,5368612.01,8462873.685,809958.4441,2830527.326,3467474.126,4771180.104,"Zm00001d037538_T006","Arginine--tRNA ligase chloroplastic/mitochondrial","Zm00001d037538",9909236.549,23489839.523,19562002.581,11879140.0001
2797277.149,3516094.945,3665360.999,2435535.735,2403689.564,4757184.674,3635594.233,4458935.164,2132272.343,5687688.463,4818882.226,5884616.23,1839769.319,3955806.416,3347236.065,3331683.191,"Zm00001d027904_T001","3-ketoacyl-CoA synthase  ","Zm00001d027904",12414268.828,15255403.635,18523459.262,12474494.991
2514446.415,6408683.478,9598424.547,7552178.792,6091338.326,17989362.98,18290356.52,23435370.45,2518323.952,13781488.17,15755982.64,22516537.63,1048391.761,7338809.912,9503652.527,13094655.01,"Zm00001d002130_T001","protein_coding","Zm00001d002130",26073733.232,65806428.276,54572332.392,30985509.21
3413759.455,10004147.43,15691002.98,10784775.53,7476420.119,27186425.42,26849856.31,39111554.24,2321292.484,18329303.48,20190937.32,35705227.85,1940759.233,12630308.64,16607770.21,23600328.76,"Zm00001d014192_T001","ACT domain-containing protein ACR11","Zm00001d014192",39893685.395,100624256.089,76546761.134,54779166.843
6344448.025,17321162.05,30168765.24,19566044.47,10648948.72,46840431.94,44436555.26,62731453.65,4719297.37,34437728.63,42003071.34,73957893.21,2779565.029,19652408.2,29022296.4,42485986.53,"Zm00001d052321_T001","Tautomerase/MIF superfamily protein","Zm00001d052321",73400419.785,164657389.57,155117990.55,93940256.159
1461234.034,2684952.875,4055969.986,2933224.164,2784128.63,6696073.747,5867322.815,8867885.359,1620295.218,5343223.231,5912792.924,9332561.454,1033876.076,3105417.595,3542563.866,5372730.318,"Zm00001d011855_T001","Probable ADP-ribosylation factor GTPase-activating protein AGD11","Zm00001d011855",11135381.059,24215410.551,22208872.827,13054587.855
1631182.529,2582666.379,3413746.761,2560675.455,2966856.086,5458901.7,4256115.568,5409813.641,1978573.195,5220850.326,4410683.576,5948674.707,1625619.461,3697513.26,3978662.352,5154120.948,"Zm00001d002830_T001","Beta-fructofuranosidase 1  ","Zm00001d002830",10188271.124,18091686.995,17558781.804,14455916.021
6760654.655,16583398.13,18457146.31,12820047.16,13374002.15,38862685.69,37249689.82,47318411.93,6273392.36,28452809.95,31176623.1,40725944.22,3936154.591,19559606.1,23666176.38,26530472.75,"ZemaCp083.1","ndhF","ZemaCp083.1",54621246.255,136804789.59,106628769.63,73692409.821
1060728.669,1671674.7,2217621.334,1691896.452,1499026.109,3094380.868,2840782.345,3589710.794,944881.2412,2865165.038,2912335.721,3773022.855,730245.49,1904316.222,2130919.828,2608652.949,"Zm00001d027392_T027","Callose synthase 9","Zm00001d027392",6641921.155,11023900.116,10495404.8552,7374134.489
55693567,147407353,247696997.7,167528776.6,73891571.76,279469398.9,287368023.8,370290635.1,38994504.53,280260721.9,344485659.9,476165549.3,25950304.79,157511319.1,218737603.6,305223062.8,"Zm00001d052242_T001","ATP synthase subunit delta chloroplastic","Zm00001d052242",618326694.3,1011019629.56,1139906435.63,707422290.29
978890.3613,1532196.086,1931814.353,1291915.915,1408279.652,3039212.109,2515354.001,2985890.312,805950.4885,2752748.171,2437520.378,3091612.79,561884.4567,1737189.411,1750473.727,1924056.834,"Zm00001d030173_T001","Calmodulin-binding receptor-like cytoplasmic kinase 3","Zm00001d030173",5734816.7153,9948736.074,9087831.8275,5973604.4287
34888905.74,73320017.78,104870008.3,63920641.73,69381860.5,202663509.6,166542338.6,192544457.2,30125645.86,157637969.5,139583408.9,181964181.3,19058255.07,93931282.1,105867119.2,126229084.5,"Zm00001d006760_T001","Eukaryotic translation initiation factor 5A  ","Zm00001d006760",276999573.55,631132165.9,509311205.56,345085740.87
961727.5245,1573899.824,2758415.059,2193522.447,1451502.368,3505219.003,3758982.092,4846120.802,890402.4718,3038788.244,3561936.403,5223087.464,879366.2969,2242101.343,3013375.208,3751922.697,"Zm00001d001780_T001","CASP-like protein 1  ","Zm00001d001780",7487564.8545,13561824.265,12714214.5828,9886765.5449
33301647.98,79248460.9,183724935.9,167626630.6,55863993.18,199336653.6,322629036,429388071.5,26162857.94,166896099.2,281889921.6,440259592.3,15331922.09,85062602.3,206333212.9,285665882.7,"Zm00001d044925_T001","CP12-1  ","Zm00001d044925",463901675.38,1007217754.28,915208471.04,592393619.99
1204025.953,2463080.648,3680409.547,2957612.505,2471401.99,5411678.521,5218932.467,7304244.591,1278319.807,4791724.204,5497017.902,8316030.841,815745.8417,2552379.008,3547525.105,4976888.657,"Zm00001d027371_T001","T-complex protein 1 subunit delta  ","Zm00001d027371",10305128.653,20406257.569,19883092.754,11892538.6117
6370207.669,12404560.52,22852761.81,19142648.8,9750212.327,25617583.65,23843328.54,33954712.2,6239167.803,26591092.02,33825728.6,60013948.14,3164265.295,12870130.71,16966037.68,28037147.86,"Zm00001d047765_T001","Glutathione S-transferase L2 chloroplastic","Zm00001d047765",60770178.799,93165836.717,126669936.563,61037581.545
1290190.193,2393339.262,3044969.109,2296927.444,2156902.301,4336064.548,3678056.713,4392750.779,1361236.352,4606957.714,3905015.078,5147002.821,697952.134,2389708.557,2851671.329,3136961.653,"Zm00001d023658_T002","aminopeptidases","Zm00001d023658",9025426.008,14563774.341,15020211.965,9076293.673
3763459.038,6491698.785,9213858.181,6304142.857,5942305.806,14420290.74,11483803.56,16044943.98,4067840.687,16352013.67,14155412.72,19556244.27,2125647.501,7072623.015,7968601.129,11202519.65,"Zm00001d013914_T001","Membrane steroid-binding protein 1  ","Zm00001d013914",25773158.861,47891344.086,54131511.347,28369391.295
973727.0315,1648258.233,2199140.281,1784362.174,2009962.534,4222934.425,3432076.622,4455973.536,1104011.36,4055692.147,3617210.774,4882740.417,619279.3499,1823632.237,2142249.801,2765877.302,"Zm00001d044225_T001","IAA-amino acid hydrolase ILR1-like 4","Zm00001d044225",6605487.7195,14120947.117,13659654.698,7351038.6899
1893965.838,3577465.805,5067516.544,3898466.207,4059066.69,8331732.984,7908995.167,10162408.96,2016959.379,7001851.751,6993800.227,9468722.179,1398481.194,4114609.877,4709641.242,6477670.581,"Zm00001d001999_T001","Galactose mutarotase-like superfamily protein","Zm00001d001999",14437414.394,30462203.801,25481333.536,16700402.894
1641995.549,2641839.848,3810930.767,2546711.359,2527429.184,5807264.025,5138153.65,6564532.491,1426214.348,5137068.525,4696710.224,5973516.918,830841.4107,2920339.593,3406228.955,4165481.407,"Zm00001d029328_T001","RNA-binding KH domain-containing protein","Zm00001d029328",10641477.523,20037379.35,17233510.015,11322891.3657
1683131.107,3696277.656,6209863.475,4655591.743,3015918.457,8038362.827,7911477,11273305.18,1509355.422,7329616.018,8756536.709,13747497.71,1075942.908,4377534.737,5972462.312,8852408.224,"Zm00001d038678_T001","protein_coding","Zm00001d038678",16244863.981,30239063.464,31343005.859,20278348.181
3908923.156,7973734.709,10240810.37,7978310.71,5331876.432,13969546.45,12500738.86,16090919.63,2998663.244,11988935.83,13024754.9,17270633.27,2087359.136,7937071.381,8780960.053,10819971.13,"Zm00001d016411_T001","ADPATP carrier protein 1 chloroplastic","Zm00001d016411",30101778.945,47893081.372,45282987.244,29625361.7
1395117.571,2987357.116,4485319.708,3314506.056,2118878.501,5615559.894,5681717.858,7039722.88,1165696.298,4662633.025,5391533.978,7119044.655,1006160.025,3469779.452,4423346.422,5659632.056,"Zm00001d026645_T027","K(+) efflux antiporter 2 chloroplastic","Zm00001d026645",12182300.451,20455879.133,18338907.956,14558917.955
7794378.547,10489217.65,12214698.87,8582624.374,9221747.357,16742055.1,14510800.15,18863093.09,6854786.303,17372009.86,15075009.02,22126601.25,6045451.358,12925467.28,11775747.71,14310979.19,"Zm00001d037018_T001","DUF538 family protein","Zm00001d037018",39080919.441,59337695.697,61428406.433,45057645.538
1254100.767,3016686.544,4550197.473,3547695.292,2156056.482,6051705.689,6363783.865,8394398.95,933614.2036,5555903.371,6756185.794,10331068.54,547721.216,2492901.083,3098154.115,4746461.103,"Zm00001d017812_T003","P-loop containing nucleoside triphosphate hydrolases superfamily protein","Zm00001d017812",12368680.076,22965944.986,23576771.9086,10885237.517
7709478.215,17167022.33,25859203.71,24164457.74,10127714.69,24392619.81,29269065.98,36856445.01,6653400.037,28496255.91,41145695.32,48845029.83,4072101.978,19619768.53,27840039.74,35398439.92,"Zm00001d053925_T001","protein_coding","Zm00001d053925",74900161.995,100645845.49,125140381.097,86930350.168
942407.383,1676694.48,2315559.171,1676885.602,1917250.575,5361462.423,5047135.657,5898922.563,691035.3255,3300327.803,3329967.527,4568427.094,774188.5905,2136681.858,2491082.543,3089795.743,"Zm00001d035092_T001","RNA-binding (RRM/RBD/RNP motifs) family protein","Zm00001d035092",6611546.636,18224771.218,11889757.7495,8491748.7345
6741727.286,15858791.63,23557640.15,15180498.35,12081178.44,36746480.41,33907087.1,46566994.41,4958929.467,29159070.69,31992659.57,45663124.18,3815651.201,18396591.75,21070046.34,28810377.07,"Zm00001d051823_T002","protein_coding","Zm00001d051823",61338657.416,129301740.36,111773783.907,72092666.361
2746238.793,5152850.458,8824375.56,5416344.791,4032917.35,11190313.05,11229688.45,16604110.89,2041830.641,8166605.609,9770857.332,15171038.31,1305931.777,4060610.96,5795424.35,7591282.247,"Zm00001d042673_T001","Amidophosphoribosyltransferase  ","Zm00001d042673",22139809.602,43057029.74,35150331.892,18753249.334
6993766.801,16623173.58,32747417.25,24400710.71,13046902.79,44020355.75,57661554.46,82325989.17,6367032.204,32827342.45,53998177.41,81326836.42,3803078.913,21184207.31,31955504.87,42413307.84,"Zm00001d027729_T001","Photosynthetic NDH subunit of subcomplex B 2 chloroplastic","Zm00001d027729",80765068.341,197054802.17,174519388.484,99356098.933
1974934.784,4639309.947,8659398.596,6097205.123,4488060.449,16476665.81,17168608.58,26891066.11,2147876.362,11447891.16,15315442.2,23974489.15,913178.9983,4722323.989,7009627.097,10810082.71,"Zm00001d031963_T001","Low molecular weight protein-tyrosine-phosphatase slr0328  ","Zm00001d031963",21370848.45,65024400.949,52885698.872,23455212.7943
2718632.635,4186129.928,4834620.854,2928312.272,5723503.025,9308995.345,6895599.131,6960779.551,3549729.569,9120798.254,6781788.755,6703651.3,2069476.538,6143025.814,4937818.555,4829915.079,"Zm00001d028282_T001","Cytochrome P450 CYP74A19  ","Zm00001d028282",14667695.689,28888877.052,26155967.878,17980235.986
3280074.936,7993582.448,12898468.64,8401945.177,1885511.368,6076799.698,6457191.592,7961541.189,1904958.636,10213361.76,11540066.97,16242511.04,1462907.151,7804436.706,10120467.76,14599465.29,"Zm00001d045261_T006","Starch synthase I  ","Zm00001d045261",32574071.201,22381043.847,39900898.406,33987276.907
1621386.884,3908859.074,6394504.272,5401100.081,2980982.472,7967497.416,8629215.055,11821669.12,1645975.716,7052061.074,8738275.347,13989214.5,945221.6531,4187201.499,6235963.658,9697581.866,"Zm00001d027367_T002"," pyrimidine deaminase1","Zm00001d027367",17325850.311,31399364.063,31425526.637,21065968.6761
757587.4473,1414191.764,2148591.697,1698541.747,1317955.074,2922181.781,3082558.343,3865390.418,818206.83,2662572.906,2957868.75,4229646.915,583921.905,1687421.033,2238977.745,2829346.418,"Zm00001d035789_T002","Histidine--tRNA ligase cytoplasmic","Zm00001d035789",6018912.6553,11188085.616,10668295.401,7339667.101
1667492.732,2532128.439,3460218.355,2683322.127,2573677.423,5223742.076,4968173.354,6713567.673,1680847.343,5016917.432,4664095.345,6548545.208,1022164.284,2769674.706,3073393.446,4206185.151,"Zm00001d011099_T006","Methionine S-methyltransferase","Zm00001d011099",10343161.653,19479160.526,17910405.328,11071417.587
11644250.71,21979282.52,34477547.28,26740210.53,17168959.31,42650493.36,39348397.69,55784530.22,11445127.47,44980096.37,47957196.76,69361083.85,7314625.291,23546863.76,29469727.94,44632771.63,"Zm00001d027756_T001","12-dihydroxy-3-keto-5-methylthiopentene dioxygenase 3","Zm00001d027756",94841291.04,154952380.58,173743504.45,104963988.621
